Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
91.1.602,False,False,True,444602,454,Islamic Art,1891,Tray,Tray of Yemeni Sultan al-Mu'ayyad ibn Yusuf,,,,,,13474,Maker, ,Ahmad ibn Husayn al-Mosuli, , ,Ahmad ibn Husayn al-Mosuli, ,          ,          ,,,,ca. 1296–1321,1271,1346,Brass; inlaid with silver,"Max. Diam. 30 5/8 in. (77.8 cm)
Diam. from base to top of rim: 1 3/16 in. (3 cm)","Edward C. Moore Collection, Bequest of Edward C. Moore, 1891",Made in,Cairo,,,Egypt,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/444602,https://www.wikidata.org/wiki/Q116242734,,"Metropolitan Museum of Art, New York, NY",Arabic,http://vocab.getty.edu/page/aat/300387843,https://www.wikidata.org/wiki/Q13955
66.196.41,True,False,True,309428,,"Arts of Africa, Oceania, and the Americas",1966,Earflare,"Ear Ornament, Winged Runner",Moche,,,,,,,,,,,,,,,,,,400–700 CE,400,700,"Gold, turquoise, sodalite, shell",H. 3 3/4 × W. 3 7/8 × D. 3 1/4 in. (9.5 × 9.8 × 8.3 cm),"Gift and Bequest of Alice K. Bache, 1966, 1977",,,,,Peru,,,,,,,Metal-Ornaments,,http://www.metmuseum.org/art/collection/search/309428,https://www.wikidata.org/wiki/Q29384209,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113
17.190.520,True,True,True,464490,304,Medieval Art,1917,Reliquary box,Reliquary Casket with Scenes from the Martyrdom of Saint Thomas Becket,British,,,,,,,,,,,,,,,,,,ca. 1173–80,1173,1180,Gilded silver with niello and a glass cabochon set over a tinted foil,"2 3/16 x 2 3/4 x 1 7/8 in. (5.5 x 7 x 4.7 cm)
Other (interior cavity overall): 1 5/16 × 2 9/16 × 1 7/16 in. (3.4 × 6.5 × 3.7 cm)","Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Metalwork-Silver,,http://www.metmuseum.org/art/collection/search/464490,https://www.wikidata.org/wiki/Q29385376,,"Metropolitan Museum of Art, New York, NY",Men|Saints|Angels,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q235113
"16.32.185a, b",False,False,True,463787,307,Medieval Art,1916,Sculpture,Saint George Slaying the Dragon,Austrian,,,,,14180,Artist,In the style of,Michael Pacher,"Austrian or German, active by 1462/3–died 1498", ,"Pacher, Michael",Austrian or German,1430      ,1498      ,,http://vocab.getty.edu/page/ulan/500025831,https://www.wikidata.org/wiki/Q463922,ca. 1480,1475,1485,"Wood, paint, gilding","Overall: 53 3/8 x 16 1/8 x 13 3/4 in. (135.6 x 41 x 34.9 cm)
Ht. without spear or base: 42 1/4 in. (107.3 cm)
Base: 3 1/4 x 12 1/2 x 10 in. (8.3 x 31.8 x 25.4 cm)","Gift of J. Pierpont Morgan, 1916
",Made in,,,Tyrol,Austria,,,,,,,Sculpture-Wood,,http://www.metmuseum.org/art/collection/search/463787,https://www.wikidata.org/wiki/Q116275260,,"Metropolitan Museum of Art, New York, NY",Spears,http://vocab.getty.edu/page/aat/300037038,https://www.wikidata.org/wiki/Q44475
1978.58,True,True,True,326374,,Ancient Near Eastern Art,1978,Sculpture,Reclining mouflon,Indus,Mature Harappan,,,,,,,,,,,,,,,,,ca. 2600–1900 BCE,-2600,-1900,Marble,L. 28 cm,"Purchase, Anonymous Gift and Rogers Fund, 1978",,,,,,Indus Valley,,,,,,Stone-Sculpture,,http://www.metmuseum.org/art/collection/search/326374,https://www.wikidata.org/wiki/Q29384506,,"Metropolitan Museum of Art, New York, NY",Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729
25.224a–e,True,True,True,45428,223,Asian Art,1925,Handscrolls,北野天神縁起絵巻|Illustrated Legends of the Kitano Tenjin Shrine (Kitano Tenjin engi emaki),Japan,Kamakura period (1185–1333),,,,,,,,,,,,,,,,,late 13th century,1267,1299,"Set of five handscrolls; ink, color, and cut gold on paper","a: 11 5/16 in. × 22 ft. 7 7/16 in. (28.8 × 689.4 cm)
b: 11 5/16 in. × 25 ft. 3/8 in. (28.8 × 763 cm)
c: 11 5/16 x 274 1/8 in. (28.8 x 696.3 cm)
d: 11 5/16 x 224 15/16 in. (28.8 x 571.4 cm)
e: 11 5/16 x 352 3/16 in. (28.8 x 894.5 cm)","Fletcher Fund, 1925",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/45428,https://www.wikidata.org/wiki/Q29383344,,"Metropolitan Museum of Art, New York, NY",Men|Mythical Creatures,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300375725,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q2239243
1987.394.46,False,False,True,314874,,"Arts of Africa, Oceania, and the Americas",1987,Disk,Shield with crab and fish figures,Moche,,,,,22408,Artist, ,Moche artist(s), , ,Moche artist(s), ,          ,          ,,,,200–900 CE,200,900,Gilded copper,H. 7 1/4 × W. 7 1/4 × D. 3/4 in. (18.4 × 18.4 × 1.9 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986",,,,,Peru,North Coast,,,,,,Metal-Ornaments,,http://www.metmuseum.org/art/collection/search/314874,,,"Metropolitan Museum of Art, New York, NY",Crabs|Fish,http://vocab.getty.edu/page/aat/300249722|http://vocab.getty.edu/page/aat/300266085,https://www.wikidata.org/wiki/Q16033394|https://www.wikidata.org/wiki/Q152
11.84.2,False,False,True,446169,455,Islamic Art,1911,Folio from a non-illustrated manuscript,Page of Calligraphy from an Anthology of Poetry by Sa`di and Hafiz,,,,,,13084713229013014,Author|Author|Calligrapher, | | ,Sa'di|Hafiz|Sultan 'Ali al-Mashhadi,"Iranian, Shiraz ca. 1213–1291 Shiraz|Iranian, Shiraz ca. 1325–1390 Shiraz|Iranian, Mashhad 1453–1520 Mashhad", | | ,"Sa'di|Hafiz|al-Mashhadi, Sultan 'Ali",Iranian|Iranian|Iranian,1213      |1325      |1453      ,1291      |1390      |1520      ,||,(not assigned)|http://vocab.getty.edu/page/ulan/500329586|http://vocab.getty.edu/page/ulan/500116608,https://www.wikidata.org/wiki/Q170302|https://www.wikidata.org/wiki/Q6240|https://www.wikidata.org/wiki/Q5922231,late 15th century,1475,1499,"Ink, opaque watercolor, silver, and gold on paper","H. 11 7/8 in. (30.2 cm)
W. 7 1/2 in. (19 cm)","Frederick C. Hewitt Fund, 1911",Attributed to,Herat,,,present-day Afghanistan,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/446169,https://www.wikidata.org/wiki/Q116242622,,"Metropolitan Museum of Art, New York, NY",Poetry|Men|Persian|Flowers|Calligraphy,http://vocab.getty.edu/page/aat/300055931|http://vocab.getty.edu/page/aat/300025928| |http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300266660,https://www.wikidata.org/wiki/Q482|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q9168|https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q12681
1974.190,True,False,True,329091,,Ancient Near Eastern Art,1974,Stand,Vessel stand with ibex support,Sumerian,Early Dynastic III,,,,,,,,,,,,,,,,,ca. 2600–2350 BCE,-2600,-2350,"Copper alloy, inlaid with shell and lapis lazuli",15 3/4 × 9 9/16 × 8 11/16 in. (40 × 24.3 × 22.1 cm),"Rogers Fund, 1974",,,,,,Mesopotamia,,,,,,Metalwork-Sculpture,,http://www.metmuseum.org/art/collection/search/329091,https://www.wikidata.org/wiki/Q29384576,,"Metropolitan Museum of Art, New York, NY",Ibex,http://vocab.getty.edu/page/aat/300250124,https://www.wikidata.org/wiki/Q951220
2007.540,False,True,True,477724,305,Medieval Art,2007,Tomb Canopy,Canopy from the tomb of Philip III (the Bold) of France (1245-1285),French,,,,,14110,Artist, ,Jean d'Arras,"French, active 1297–1307", ,d'Arras Jean,French,1250      ,1350      ,,http://vocab.getty.edu/page/ulan/500320114,https://www.wikidata.org/wiki/Q98596435,1297–1307,1297,1307,Marble,Overall: 15 3/4 x 28 1/2 x 19 3/4 in. (40 x 72.4 x 50.2 cm),"Bequest of George Blumenthal and Gift of Mr. and Mrs. Maxime Levy Hermanos, by exchange, 2007",Made in,,,Ile-de-France,France,,,,,,,Sculpture-Architectural-Stone,,http://www.metmuseum.org/art/collection/search/477724,https://www.wikidata.org/wiki/Q116277818,,"Metropolitan Museum of Art, New York, NY",Heads|Men,http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q8441
89.2.157,False,True,True,500554,684,Musical Instruments,1889,Lute,Lute,German,,,,,15524,Maker, ,Sixtus Rauchwolff,"German, Augsburg 1556?–after 1629", ,Rauchwolff Sixtus,German,1556      ,1629      ,,,,1596,1596,1596,"Rosewood, ivory, wood, ebony","Height: 23 in. (58.4 cm)
Width: 7 in. (17.8 cm)","Gift of Joseph W. Drexel, 1889",,Augsburg,,,Germany,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/500554,https://www.wikidata.org/wiki/Q116273851,,"Metropolitan Museum of Art, New York, NY",,,
41.160.192,True,True,True,329090,,Ancient Near Eastern Art,1941,Cylinder seal,Cylinder seal and modern impression: hunting scene,Akkadian,Akkadian,,,,,,,,,,,,,,,,,ca. 2250–2150 BCE,-2250,-2150,Chert,H. 1 1/8 in. (2.8 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,Mesopotamia,,,,,,Stone-Cylinder Seals-Inscribed,,http://www.metmuseum.org/art/collection/search/329090,https://www.wikidata.org/wiki/Q29384574,,"Metropolitan Museum of Art, New York, NY",Hunting|Goats|Trees|Human Figures,http://vocab.getty.edu/page/aat/300239666|http://vocab.getty.edu/page/aat/300250122|http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q36963|https://www.wikidata.org/wiki/Q2934|https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q5937779
49.7.110c,False,False,True,468320,,Medieval Art,1949,Triptych panel,Triptych Panel with Saint Sebastian,French,,,,,14147,Artist, ,Master of the Triptych of Louis XII,ca. 1490–ca. 1515, ,Master of the Triptych of Louis XII, ,1480      ,1525      ,,http://vocab.getty.edu/page/ulan/500065044,https://www.wikidata.org/wiki/Q18578386,15th–16th century,1400,1599,"Painted enamel, copper",Overall: 7 11/16 x 3 x 1/16 in. (19.6 x 7.6 x 0.2 cm),"The Jules S. Bache Collection, 1949",Made in,Limoges,,,France,,,,,,,Enamels-Painted,,http://www.metmuseum.org/art/collection/search/468320,,,"Metropolitan Museum of Art, New York, NY",Bow and Arrow|Men, |http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q19827042|https://www.wikidata.org/wiki/Q8441
49.7.110b,False,False,True,468319,,Medieval Art,1949,Triptych panel,Triptych Panel with Saint Catherine,French,,,,,14147,Artist, ,Master of the Triptych of Louis XII,ca. 1490–ca. 1515, ,Master of the Triptych of Louis XII, ,1480      ,1525      ,,http://vocab.getty.edu/page/ulan/500065044,https://www.wikidata.org/wiki/Q18578386,15th–16th century,1400,1599,"Painted enamel, copper",Overall: 7 11/16 x 2 15/16 x 1/16 in. (19.5 x 7.5 x 0.2 cm),"The Jules S. Bache Collection, 1949",Made in,Limoges,,,France,,,,,,,Enamels-Painted,,http://www.metmuseum.org/art/collection/search/468319,,,"Metropolitan Museum of Art, New York, NY",Swords|Men,http://vocab.getty.edu/page/aat/300037048|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q12791|https://www.wikidata.org/wiki/Q8441
1988.433.1,True,True,True,329081,,Ancient Near Eastern Art,1988,Cuneiform tablet,"Proto-Cuneiform tablet with seal impressions: administrative account of barley distribution with cylinder seal impression of a male figure, hunting dogs, and boars",Sumerian,Jemdet Nasr,,,,,,,,,,,,,,,,,ca. 3100–2900 BCE,-3100,-2900,Clay,2 1/8 × 2 3/8 × 1 5/8 in. (5.4 × 6 × 4.1 cm),"Purchase, Raymond and Beverly Sackler Gift, 1988",,,,,,Mesopotamia,probably from Uruk (modern Warka),,,,,Clay-Tablets-Inscribed-Seal Impressions,,http://www.metmuseum.org/art/collection/search/329081,https://www.wikidata.org/wiki/Q29384572,,"Metropolitan Museum of Art, New York, NY",Men|Boars|Dogs|Hunting,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250112|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300239666,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q58697|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q36963
58.29,True,False,True,329079,,Ancient Near Eastern Art,1958,Relief,Stele of Ushumgal and Shara-igizi-Abzu,Sumerian,Early Dynastic I,,,,,,,,,,,,,,,,,2900–2700 BCE,-2900,-2700,Gypsum alabaster,H. 22.4 x W. 14.7 x D. 9.5 cm (8 7/8 x 5 3/4 x 3 3/4 in.),"Funds from various donors, 1958",,,,,,Mesopotamia,probably from Umma (modern Jokha),,,,,Stone-Reliefs-Inscribed,,http://www.metmuseum.org/art/collection/search/329079,https://www.wikidata.org/wiki/Q29384570,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
1998.225,True,True,True,335240,,Drawings and Prints,1998,Drawing,Bacchanal,,,,,,16227,Artist, ,Nicolas Poussin,"French, Les Andelys 1594–1665 Rome", ,"Poussin, Nicolas",French,1594      ,1665      ,,http://vocab.getty.edu/page/ulan/500005036,https://www.wikidata.org/wiki/Q41554,ca. 1635–36,1594,1665,"Pen and brown ink, brush and brown wash, over faint black chalk underdrawing",5 1/4 x 8 1/8 in.  (13.3 x 20.6 cm.),"Purchase, David T. Schiff Gift, 1998",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/335240,https://www.wikidata.org/wiki/Q29384647,,"Metropolitan Museum of Art, New York, NY",Women|Satyrs|Goats,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300379732|http://vocab.getty.edu/page/aat/300250122,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q163709|https://www.wikidata.org/wiki/Q2934
48.180,True,True,True,329078,,Ancient Near Eastern Art,1948,Foundation peg,Foundation peg in the form of the forepart of a lion,Hurrian,Early Bronze Age,,,,,,,,,,,,,,,,,ca. 2200–2100 BCE,-2200,-2100,Copper alloy,4 5/8 × 3 3/16 × 3 5/16 in. (11.7 × 8.1 × 8.4 cm),"Purchase, Joseph Pulitzer Bequest, 1948",,,,,,Syria,probably from Tell Mozan (ancient Urkesh),,,,,Metalwork-Sculpture-Inscribed,,http://www.metmuseum.org/art/collection/search/329078,https://www.wikidata.org/wiki/Q29384566,,"Metropolitan Museum of Art, New York, NY",Lions,http://vocab.getty.edu/page/aat/300310388,https://www.wikidata.org/wiki/Q140
"89.4.18a, b",False,False,True,500595,681,Musical Instruments,1889,Yangqin  (揚琴),Yangqin (揚琴 ),Chinese,Qing dynasty (1644-1911),,,,15524,Maker, ,"Shop of Refined Tones, Guangzhou (Canton)", , ,Shop of Refined Tones, ,          ,          ,,,,19th century,1801,1900,"Wood, brass",L. 31 13/16 x W. 11 5/8 x H. 3 15/16  (±80.8 x .±29.6 x 10 cm),"The Crosby Brown Collection of Musical Instruments, 1889",,Canton,,,China,,,,,,,Chordophone-Zither-struck-dulcimer,,http://www.metmuseum.org/art/collection/search/500595,https://www.wikidata.org/wiki/Q116412523,,"Metropolitan Museum of Art, New York, NY",,,
1982.5,True,True,True,329076,,Ancient Near Eastern Art,1982,Axe,"Shaft-hole axe head with bird-headed demon, boar, and dragon",Bactria-Margiana Archaeological Complex,Bronze Age,,,,,,,,,,,,,,,,,ca. late 3rd–early 2nd millennium BCE,-2250,-1750,"Silver, gold foil","H. to top of bird-demon heads: 10.8 cm (4 1/2 in.); L. 15 cm (5 7/8 in.); Weight 581 g
Shaft hole: L. 5.1 cm (2 in.); W. 1.59 cm (5/8 in.)
","Purchase, Harris Brisbane Dick Fund, and James N. Spear and Schimmel Foundation Inc. Gifts, 1982",,,,,,Bactria-Margiana,,,,,,Metalwork-Implements,,http://www.metmuseum.org/art/collection/search/329076,https://www.wikidata.org/wiki/Q29384562,,"Metropolitan Museum of Art, New York, NY",Birds|Dragons|Boars|Demons,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300375726|http://vocab.getty.edu/page/aat/300250112|http://vocab.getty.edu/page/aat/300379730,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q7559|https://www.wikidata.org/wiki/Q58697|https://www.wikidata.org/wiki/Q177413
34.72,False,False,True,449008,462,Islamic Art,1934,Folio from an illustrated manuscript,"""Birth of Zal"", Folio from a Shahnama (Book of Kings)",,,,,,13035713476313476,Author|Artist|Dedicatee, |Painting attributed to| ,Abu'l Qasim Firdausi|Siyavush|Shah Isma'il II,"Iranian, Paj ca. 940/41–1020 Tus|Iranian, ca. 1536–1610|Iranian, ruled 1576–77", | | ,Abu'l Qasim Firdausi|Siyavush|Shah Isma'il II,Iranian|Iranian|Iranian,0935      |1510      |1550      ,1020      |1635      |1599      ,||,|http://vocab.getty.edu/page/ulan/500116669|,https://www.wikidata.org/wiki/Q43459|https://www.wikidata.org/wiki/Q99260765|,dated A.H. 985/1576–77 CE,1551,1599,"Ink, opaque watercolor, and gold on paper","H. 17 3/4 in. (45.1 cm)
W. 12 1/8 in. (30.8 cm)","Harris Brisbane Dick Fund, 1934",Attributed to,Qazvin,,,Iran,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/449008,,,"Metropolitan Museum of Art, New York, NY",Birds|Kings|Infants|Men,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300025481|http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q12097|https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q8441
2007.236,False,True,True,477838,,Medieval Art,2007,Gradual; Manuscript cutting,"Manuscript Illumination with the Martyrdom of Saint Stephen in an Initial E, from a Gradual",Italian,,,,,16518,Artist, ,Niccolò di Giacomo da Bologna,"Italian, Bologna, active 1349–1403", ,"Bologna, Niccolò di Giacomo da",Italian,1349      ,1403      ,,http://vocab.getty.edu/page/ulan/500124967,https://www.wikidata.org/wiki/Q55993115,ca. 1394–1402,1394,1402,"Tempera, gold, and ink on parchment","Overall: 7 1/2 x 6 15/16 in. (19 x 17.6 cm)
Mat size: 19 1/4 x 14 1/4 in. (48.9 x 36.2 cm)","Purchase, Gift of George Blumenthal, by exchange, Elaine Rosenberg and Austin B. Chinn Gifts, and Bequest of Fannie F. Einstein, in memory of Emanuel Einstein, by exchange, 2007",Made in,Bologna,,,Italy,,,,,,,Manuscripts and Illuminations,,http://www.metmuseum.org/art/collection/search/477838,,,"Metropolitan Museum of Art, New York, NY",Men|Saints,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q43115
70.1,True,True,True,239584,169,Greek and Roman Art,1870,"Sarcophagus, garland",Marble sarcophagus with garlands,Roman,Severan,,,,,,,,,,,,,,,,,ca. 200–225 CE,200,225,"Marble, Proconnesian","Overall: 53 x 88in. (134.6 x 223.5cm)          
","Gift of Abdo Debbas, 1870",,,,,,,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/239584,https://www.wikidata.org/wiki/Q29383708,,"Metropolitan Museum of Art, New York, NY",Animals|Garlands|Hunting|Medusa,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300167386|http://vocab.getty.edu/page/aat/300239666|http://vocab.getty.edu/page/ia/901000543,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q756600|https://www.wikidata.org/wiki/Q36963|https://www.wikidata.org/wiki/Q160730
49.7.109,False,False,True,468317,,Medieval Art,1949,Triptych,"Triptych with The Way to Calvary, Crucifixion, and Descent from the Cross",French,,,,,16221,Artist,Atelier of,Jean Pénicaud I,"French, ca. 1490–after 1543", ,"Pénicaud, Jean, I",French,1490      ,1543      ,,http://vocab.getty.edu/page/ulan/500010455,https://www.wikidata.org/wiki/Q27925192,16th century,1500,1599,"Painted enamel, copper (frame: gilt copper)","Overall (with frame): 9 15/16 x 16 9/16 in. (25.2 x 42.1 cm)
wings: 9 15/16 x 4 in. (25.2 x 10.2 cm)
center panel: 9 15/16 x 8 7/16 in. (25.2 x 21.5 cm)","The Jules S. Bache Collection, 1949",Made in,Limoges,,,France,,,,,,,Enamels-Painted,,http://www.metmuseum.org/art/collection/search/468317,,,"Metropolitan Museum of Art, New York, NY",Christ|Descent from the Cross,http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000462,https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q13365963
1979.206.1063,True,True,True,313256,,"Arts of Africa, Oceania, and the Americas",1979,Male figure,Mirror-Bearer,Maya,,,,,,,,,,,,,,,,,,6th century,500,600,"Wood, red hematite",H. 14 1/8 x W. 9 x D. 9 in. (35.9 x 22.9 x 22.9 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",,,,,Guatemala or Mexico,,,,,,,Wood-Sculpture,,http://www.metmuseum.org/art/collection/search/313256,https://www.wikidata.org/wiki/Q29384320,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441
